ts,track_name,artist_name,album_name,ms_played,skipped,shuffle,offline,incognito_mode,platform,conn_country,reason_end,datetime,date,hour,day_of_week,day_of_week_num,week_number,month,month_name,day_name,minutes_played,was_completed,was_skipped
2025-01-06T23:47:48Z,Surah Al-Baqara,Alshaikh Abdul Rahman Alsudais Sheikh Saud Al Shuraim,The Quran (Complete with English Translation),5745280,False,False,False,False,android,JP,logout,2025-01-06 23:47:48+00:00,2025-01-06,23,Monday,0,2,1,January,Monday,95.75466666666667,1,0
2025-01-08T21:31:52Z,Surah Maryam,Alshaikh Abdul Rahman Alsudais Sheikh Saud Al Shuraim,The Quran (Complete with English Translation),1142080,False,False,False,False,android,PL,logout,2025-01-08 21:31:52+00:00,2025-01-08,21,Wednesday,2,2,1,January,Wednesday,19.034666666666666,1,0
2025-01-11T17:22:57Z,Call It What You Want,Taylor Swift,reputation,100540,False,False,False,False,android,PK,logout,2025-01-11 17:22:57+00:00,2025-01-11,17,Saturday,5,2,1,January,Saturday,1.6756666666666666,1,0
2025-01-11T18:51:37Z,Ishq Hai,Anurag Saikia,Mismatched: Season 3,275747,False,False,False,False,android,JP,logout,2025-01-11 18:51:37+00:00,2025-01-11,18,Saturday,5,2,1,January,Saturday,4.595783333333333,1,0
2025-01-12T17:28:43Z,Oh Sahib - Original Sountrack Of Abdullahpur Ka Devdas,Zain Zohaib,Oh Sahib,248752,True,False,False,False,android,JP,endplay,2025-01-12 17:28:43+00:00,2025-01-12,17,Sunday,6,2,1,January,Sunday,4.145866666666667,0,1
2025-01-12T17:29:41Z,"BIBA SADA - From ""Abdullahpur Ka Devdas""",Sami Khan,BIBA SADA,54811,True,False,False,False,android,JP,endplay,2025-01-12 17:29:41+00:00,2025-01-12,17,Sunday,6,2,1,January,Sunday,0.9135166666666666,0,1
2025-01-12T17:30:57Z,Saaiyaan,Salim–Sulaiman,Heroine (Original Motion Picture Soundtrack),74071,True,False,False,False,android,JP,endplay,2025-01-12 17:30:57+00:00,2025-01-12,17,Sunday,6,2,1,January,Sunday,1.2345166666666667,0,1
2025-01-12T17:40:37Z,Baat Unkahi,Kaavish,Baat Unkahi,579486,True,False,False,False,android,JP,endplay,2025-01-12 17:40:37+00:00,2025-01-12,17,Sunday,6,2,1,January,Sunday,9.6581,0,1
2025-01-12T17:40:37Z,Isharon Isharon Men Dil Lenewale,Asha Bhosle,Super Hit Jodi - Shammi Kapoor & Mohammed Rafi,0,True,False,False,False,android,JP,endplay,2025-01-12 17:40:37+00:00,2025-01-12,17,Sunday,6,2,1,January,Sunday,0.0,0,1
2025-01-12T17:45:10Z,Dastaan,Abdullah Qureshi,Dastaan,270358,True,False,False,False,android,JP,endplay,2025-01-12 17:45:10+00:00,2025-01-12,17,Sunday,6,2,1,January,Sunday,4.505966666666667,0,1
2025-01-12T17:49:00Z,"Ishq - From ""Lost;Found""",Faheem Abdullah,Ishq,228639,False,False,False,False,android,JP,trackdone,2025-01-12 17:49:00+00:00,2025-01-12,17,Sunday,6,2,1,January,Sunday,3.81065,1,0
2025-01-12T17:54:13Z,"Abhi Abhi (From ""Jism 2"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,312407,False,False,False,False,android,JP,trackdone,2025-01-12 17:54:13+00:00,2025-01-12,17,Sunday,6,2,1,January,Sunday,5.206783333333333,1,0
2025-01-12T17:55:13Z,Labon Ko,Pritam,Bhool Bhulaiyaa,58027,True,False,False,False,android,JP,endplay,2025-01-12 17:55:13+00:00,2025-01-12,17,Sunday,6,2,1,January,Sunday,0.9671166666666666,0,1
2025-01-12T17:58:28Z,Tere Liye,Abdullah Qureshi,Tere Liye,192832,False,False,False,False,android,JP,logout,2025-01-12 17:58:28+00:00,2025-01-12,17,Sunday,6,2,1,January,Sunday,3.2138666666666666,1,0
2025-01-12T20:35:28Z,Dress,Taylor Swift,reputation,41733,False,False,False,False,android,JP,logout,2025-01-12 20:35:28+00:00,2025-01-12,20,Sunday,6,2,1,January,Sunday,0.69555,1,0
2025-01-14T15:54:59Z,So High School,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,191330,True,False,False,False,android,PK,endplay,2025-01-14 15:54:59+00:00,2025-01-14,15,Tuesday,1,3,1,January,Tuesday,3.188833333333333,0,1
2025-01-14T15:56:23Z,Safar,Bayaan,Safar,84006,True,False,False,False,android,JP,endplay,2025-01-14 15:56:23+00:00,2025-01-14,15,Tuesday,1,3,1,January,Tuesday,1.4001,0,1
2025-01-14T15:59:28Z,Oh Sahib - Original Sountrack Of Abdullahpur Ka Devdas,Zain Zohaib,Oh Sahib,184777,True,False,False,False,android,JP,endplay,2025-01-14 15:59:28+00:00,2025-01-14,15,Tuesday,1,3,1,January,Tuesday,3.0796166666666664,0,1
2025-01-14T16:02:34Z,Ishq Hai,Anurag Saikia,Mismatched: Season 3,185819,True,False,False,False,android,JP,endplay,2025-01-14 16:02:34+00:00,2025-01-14,16,Tuesday,1,3,1,January,Tuesday,3.096983333333333,0,1
2025-01-14T16:06:48Z,That’s So True,Gracie Abrams,The Secret of Us,156100,False,False,False,False,android,PK,logout,2025-01-14 16:06:48+00:00,2025-01-14,16,Tuesday,1,3,1,January,Tuesday,2.6016666666666666,1,0
2025-01-17T05:30:56Z,That’s So True,Gracie Abrams,The Secret of Us,136310,True,False,False,False,android,PK,endplay,2025-01-17 05:30:56+00:00,2025-01-17,5,Friday,4,3,1,January,Friday,2.2718333333333334,0,1
2025-01-17T05:30:58Z,Jhalla Wallah,Amit Trivedi,Ishaqzaade,1532,True,False,False,False,android,PK,endplay,2025-01-17 05:30:58+00:00,2025-01-17,5,Friday,4,3,1,January,Friday,0.025533333333333335,0,1
2025-01-17T05:33:11Z,Safar,Bayaan,Safar,132456,True,False,False,False,android,PK,endplay,2025-01-17 05:33:11+00:00,2025-01-17,5,Friday,4,3,1,January,Friday,2.2076,0,1
2025-01-17T05:33:15Z,Tere pyaar main (Video Version),Kaavish,Tere pyaar main (Video Version),3792,True,False,False,False,android,PK,endplay,2025-01-17 05:33:15+00:00,2025-01-17,5,Friday,4,3,1,January,Friday,0.0632,0,1
2025-01-17T05:37:20Z,Tairay Naam,Kaavish,Tairay Naam,244368,True,False,False,False,android,PK,endplay,2025-01-17 05:37:20+00:00,2025-01-17,5,Friday,4,3,1,January,Friday,4.0728,0,1
2025-01-17T05:41:28Z,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,232537,True,False,False,False,android,PK,endplay,2025-01-17 05:41:28+00:00,2025-01-17,5,Friday,4,3,1,January,Friday,3.8756166666666667,0,1
2025-01-17T05:46:03Z,Chali Kahani,Sukhwinder Singh,Tamasha,274734,True,False,False,False,android,PK,endplay,2025-01-17 05:46:03+00:00,2025-01-17,5,Friday,4,3,1,January,Friday,4.5789,0,1
2025-01-17T05:48:10Z,Dil Tu Jaan Tu,Gurnazar,Dil Tu Jaan Tu,127176,True,False,False,False,android,PK,endplay,2025-01-17 05:48:10+00:00,2025-01-17,5,Friday,4,3,1,January,Friday,2.1196,0,1
2025-01-17T05:51:23Z,Tere Liye,Abdullah Qureshi,Tere Liye,89940,False,False,False,False,android,JP,logout,2025-01-17 05:51:23+00:00,2025-01-17,5,Friday,4,3,1,January,Friday,1.499,1,0
2025-01-17T16:45:37Z,Chup Chup,Jal,Boondh,157620,False,False,False,False,android,JP,logout,2025-01-17 16:45:37+00:00,2025-01-17,16,Friday,4,3,1,January,Friday,2.627,1,0
2025-01-17T18:35:30Z,Tareefan,QARAN,Veere Di Wedding,143443,False,False,False,False,android,JP,logout,2025-01-17 18:35:30+00:00,2025-01-17,18,Friday,4,3,1,January,Friday,2.3907166666666666,1,0
2025-01-19T23:25:02Z,Dua Istikhara,Abdulah Haikal,Dua Istikhara,78019,False,True,False,False,android,NL,trackdone,2025-01-19 23:25:02+00:00,2025-01-19,23,Sunday,6,3,1,January,Sunday,1.3003166666666666,1,0
2025-01-19T23:37:54Z,Dua Istikhara,Abdulah Haikal,Dua Istikhara,73220,False,True,False,False,android,NL,logout,2025-01-19 23:37:54+00:00,2025-01-19,23,Sunday,6,3,1,January,Sunday,1.2203333333333333,1,0
2025-01-21T17:26:21Z,Tu Mera Nahi Nescafe Basement,Rizwan Anwar,Tu Mera Nahi Nescafe Basement,249360,False,True,False,False,android,PK,logout,2025-01-21 17:26:21+00:00,2025-01-21,17,Tuesday,1,4,1,January,Tuesday,4.156,1,0
2025-01-24T07:16:18Z,"Ishq Nachaawe - From ""Kho Gaye Hum Kahan""",Karan Kanchan,Kho Gaye Hum Kahan,44037,True,True,False,False,android,PK,endplay,2025-01-24 07:16:18+00:00,2025-01-24,7,Friday,4,4,1,January,Friday,0.73395,0,1
2025-01-24T07:17:35Z,Those Eyes,New West,Those Eyes,77090,True,True,False,False,android,PK,endplay,2025-01-24 07:17:35+00:00,2025-01-24,7,Friday,4,4,1,January,Friday,1.2848333333333333,0,1
2025-01-24T07:20:41Z,Tu Chodiyon Na,Ronit Vinta,Tu Chodiyon Na,183500,False,True,False,False,android,PK,logout,2025-01-24 07:20:41+00:00,2025-01-24,7,Friday,4,4,1,January,Friday,3.058333333333333,1,0
2025-01-25T00:02:30Z,Surah Maryam,Alshaikh Abdul Rahman Alsudais Sheikh Saud Al Shuraim,The Quran (Complete with English Translation),1124400,False,True,False,False,android,PK,logout,2025-01-25 00:02:30+00:00,2025-01-25,0,Saturday,5,4,1,January,Saturday,18.74,1,0
2025-01-25T13:43:25Z,Nothing's Gonna Hurt You Baby,Cigarettes After Sex,I.,23640,False,True,False,False,android,JP,logout,2025-01-25 13:43:25+00:00,2025-01-25,13,Saturday,5,4,1,January,Saturday,0.394,1,0
2025-01-27T21:53:54Z,Sweet Love,Myles Smith,You Promised A Lifetime,76,True,True,False,False,android,PK,endplay,2025-01-27 21:53:54+00:00,2025-01-27,21,Monday,0,5,1,January,Monday,0.0012666666666666666,0,1
2025-01-27T21:57:00Z,Sweet Love - Acoustic,Myles Smith,You Promised A Lifetime,156420,False,True,False,False,android,PK,logout,2025-01-27 21:57:00+00:00,2025-01-27,21,Monday,0,5,1,January,Monday,2.607,1,0
2025-01-29T19:01:49Z,Ranjheya Ve,Zain Zohaib,Ranjheya Ve,278474,False,True,False,False,android,PK,trackdone,2025-01-29 19:01:49+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,4.641233333333333,1,0
2025-01-29T19:07:43Z,Baat Unkahi,Kaavish,Baat Unkahi,325471,True,True,False,False,android,PK,endplay,2025-01-29 19:07:43+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,5.424516666666666,0,1
2025-01-29T19:10:36Z,Ranjheya Ve,Zain Zohaib,Ranjheya Ve,173402,True,True,False,False,android,PK,endplay,2025-01-29 19:10:36+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,2.8900333333333332,0,1
2025-01-29T19:15:15Z,Qurban (Original TV Series Soundtrack),Masroor Ali Khan,Qurban (Original TV Series Soundtrack),279225,False,True,False,False,android,PK,trackdone,2025-01-29 19:15:15+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,4.65375,1,0
2025-01-29T19:17:39Z,Dil Tu Jaan Tu,Gurnazar,Dil Tu Jaan Tu,142229,True,True,False,False,android,PK,fwdbtn,2025-01-29 19:17:39+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,2.3704833333333335,0,1
2025-01-29T19:17:56Z,"Darasal (From ""Raabta"")",Atif Aslam,"Darasal (From ""Raabta"")",16547,True,True,False,False,android,PK,endplay,2025-01-29 19:17:56+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,0.2757833333333333,0,1
2025-01-29T19:20:49Z,Ibadatein,Rito Riba,Ibadatein,173473,True,True,False,False,android,PK,endplay,2025-01-29 19:20:49+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,2.8912166666666668,0,1
2025-01-29T19:24:18Z,Dibbiya,Safwan Azeem,Dibbiya,207345,True,True,False,False,android,PK,endplay,2025-01-29 19:24:18+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,3.45575,0,1
2025-01-29T19:26:55Z,MAKE YOU MINE (feat. Abdul Hannan & Hasan Raheem),Umair,ROCKSTAR WITHOUT A GUITAR,156010,True,True,False,False,android,PK,endplay,2025-01-29 19:26:55+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,2.6001666666666665,0,1
2025-01-29T19:27:39Z,"Kaise Ab Kahein - From ""Gutar Gu""",Gaurav Chatterji,Kaise Ab Kahein,44184,True,True,False,False,android,PK,endplay,2025-01-29 19:27:39+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,0.7364,0,1
2025-01-29T19:28:45Z,Diet Pepsi,Addison Rae,Diet Pepsi,65442,True,True,False,False,android,PK,endplay,2025-01-29 19:28:45+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,1.0907,0,1
2025-01-29T19:29:47Z,Tere Ishq Nachaya,Abdullah Qureshi,Tere Ishq Nachaya,61868,True,True,False,False,android,PK,endplay,2025-01-29 19:29:47+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,1.0311333333333332,0,1
2025-01-29T19:31:22Z,Girta Sambhalta,Aditya N.,Class: Season 1 (Soundtrack from the Netflix Series),95010,True,True,False,False,android,PK,endplay,2025-01-29 19:31:22+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,1.5835,0,1
2025-01-29T19:35:31Z,Chup Chup,Jal,Boondh,250026,False,True,False,False,android,PK,trackdone,2025-01-29 19:35:31+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,4.1671,1,0
2025-01-29T19:38:34Z,Safar,Bayaan,Safar,155810,True,True,False,False,android,PK,fwdbtn,2025-01-29 19:38:34+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,2.5968333333333335,0,1
2025-01-29T19:42:31Z,"Satranga (From ""ANIMAL"")",Arijit Singh,"Satranga (From ""ANIMAL"")",236873,True,True,False,False,android,PK,fwdbtn,2025-01-29 19:42:31+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,3.9478833333333334,0,1
2025-01-29T19:45:46Z,Promises,Shamoon Ismail,Scars & Screws,195865,False,True,False,False,android,PK,trackdone,2025-01-29 19:45:46+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,3.2644166666666665,1,0
2025-01-29T19:50:31Z,Doorie,Atif Aslam,Doorie,282759,True,True,False,False,android,PK,endplay,2025-01-29 19:50:31+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,4.71265,0,1
2025-01-29T19:54:24Z,Yakeen,Atif Aslam,Doorie,232144,True,True,False,False,android,PK,endplay,2025-01-29 19:54:24+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,3.869066666666667,0,1
2025-01-29T19:58:44Z,Kuch Is Tarah,Atif Aslam,Doorie,258711,True,True,False,False,android,PK,endplay,2025-01-29 19:58:44+00:00,2025-01-29,19,Wednesday,2,5,1,January,Wednesday,4.31185,0,1
2025-01-29T20:04:30Z,Tera Mera Rishta,Mustafa Zahid,Awarapan (Original Soundtrack),347040,False,True,False,False,android,PK,trackdone,2025-01-29 20:04:30+00:00,2025-01-29,20,Wednesday,2,5,1,January,Wednesday,5.784,1,0
2025-01-29T20:11:58Z,Madno,Kshitij Tarey,Lamhaa,446016,True,True,False,False,android,PK,endplay,2025-01-29 20:11:58+00:00,2025-01-29,20,Wednesday,2,5,1,January,Wednesday,7.4336,0,1
2025-01-29T20:15:25Z,Toh Phir Aao,Mustafa Zahid,Awarapan (Original Soundtrack),207158,True,True,False,False,android,PK,endplay,2025-01-29 20:15:25+00:00,2025-01-29,20,Wednesday,2,5,1,January,Wednesday,3.4526333333333334,0,1
2025-01-30T15:48:12Z,Ranjhna,In the Box,Ranjhna,209564,False,True,False,False,android,US,unexpected-exit-while-paused,2025-01-30 15:48:12+00:00,2025-01-30,15,Thursday,3,5,1,January,Thursday,3.4927333333333332,1,0
2025-02-01T06:45:44Z,About You,The 1975,Being Funny In A Foreign Language,221226,True,True,False,False,android,US,endplay,2025-02-01 06:45:44+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,3.6871,0,1
2025-02-01T06:50:02Z,About You,The 1975,Being Funny In A Foreign Language,208524,True,True,False,False,android,US,endplay,2025-02-01 06:50:02+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,3.4754,0,1
2025-02-01T06:53:20Z,Oh Sahib - Original Sountrack Of Abdullahpur Ka Devdas,Zain Zohaib,Oh Sahib,23741,True,False,False,False,android,US,endplay,2025-02-01 06:53:20+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.39568333333333333,0,1
2025-02-01T06:53:22Z,Ranjheya Ve,Zain Zohaib,Ranjheya Ve,1732,True,False,False,False,android,US,endplay,2025-02-01 06:53:22+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.028866666666666665,0,1
2025-02-01T06:53:26Z,Thagyan,Zain Zohaib,Thagyan,4017,True,False,False,False,android,US,endplay,2025-02-01 06:53:26+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.06695,0,1
2025-02-01T06:53:40Z,"O Sahib - From ""Abdullahpur Ka Devdas""",Adnan Dhool,O Sahib,13392,True,False,False,False,android,US,endplay,2025-02-01 06:53:40+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.2232,0,1
2025-02-01T06:53:46Z,"BIBA SADA - From ""Abdullahpur Ka Devdas""",Sami Khan,BIBA SADA,6433,True,False,False,False,android,US,endplay,2025-02-01 06:53:46+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.10721666666666667,0,1
2025-02-01T06:53:52Z,Ishq Hularey,Zain Zohaib,Ishq Hularey,5886,True,False,False,False,android,US,endplay,2025-02-01 06:53:52+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.0981,0,1
2025-02-01T06:54:01Z,Andaaz-E-Karam,Zain Zohaib,Andaaz-E-Karam,8732,True,False,False,False,android,US,endplay,2025-02-01 06:54:01+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.14553333333333332,0,1
2025-02-01T06:54:03Z,Naara E Haideri,Zain Zohaib,Naara E Haideri,1989,True,False,False,False,android,US,endplay,2025-02-01 06:54:03+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.03315,0,1
2025-02-01T06:54:08Z,Hook (Official Soundtrack),Zain Zohaib,Hook (Official Soundtrack),4605,True,False,False,False,android,US,endplay,2025-02-01 06:54:08+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.07675,0,1
2025-02-01T06:54:10Z,Dil,Zain Zohaib,Dil,1239,True,False,False,False,android,US,endplay,2025-02-01 06:54:10+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.02065,0,1
2025-02-01T06:54:12Z,Haiderium,Zain Zohaib,Haiderium,1988,True,False,False,False,android,US,endplay,2025-02-01 06:54:12+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.033133333333333334,0,1
2025-02-01T06:54:14Z,Ainay,Zain Zohaib,Ainay,1976,True,False,False,False,android,US,endplay,2025-02-01 06:54:14+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.032933333333333335,0,1
2025-02-01T06:54:17Z,Sardaari Hussain Di,Zain Zohaib,Sardaari Hussain Di,2474,True,False,False,False,android,US,endplay,2025-02-01 06:54:17+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.04123333333333333,0,1
2025-02-01T06:54:19Z,Mere Dil Mein,Zain Zohaib,Mere Dil Mein,2631,True,False,False,False,android,US,endplay,2025-02-01 06:54:19+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,0.04385,0,1
2025-02-01T06:54:21Z,Ranjheya Ve,Zain Zohaib,Ranjheya Ve,171900,False,True,False,False,android,US,logout,2025-02-01 06:54:21+00:00,2025-02-01,6,Saturday,5,5,2,February,Saturday,2.865,1,0
2025-02-02T18:13:33Z,Ibadatein,Rito Riba,Ibadatein,196081,True,True,False,False,android,PK,endplay,2025-02-02 18:13:33+00:00,2025-02-02,18,Sunday,6,5,2,February,Sunday,3.2680166666666666,0,1
2025-02-02T18:15:53Z,"BIBA SADA - From ""Abdullahpur Ka Devdas""",Sami Khan,BIBA SADA,139510,True,True,False,False,android,PK,endplay,2025-02-02 18:15:53+00:00,2025-02-02,18,Sunday,6,5,2,February,Sunday,2.3251666666666666,0,1
2025-02-02T18:19:04Z,Oh Sahib - Original Sountrack Of Abdullahpur Ka Devdas,Zain Zohaib,Oh Sahib,191044,True,True,False,False,android,PK,endplay,2025-02-02 18:19:04+00:00,2025-02-02,18,Sunday,6,5,2,February,Sunday,3.184066666666667,0,1
2025-02-02T18:23:31Z,Baat Unkahi,Kaavish,Baat Unkahi,266687,True,True,False,False,android,PK,endplay,2025-02-02 18:23:31+00:00,2025-02-02,18,Sunday,6,5,2,February,Sunday,4.4447833333333335,0,1
2025-02-02T18:28:19Z,Baat Unkahi,Kaavish,Baat Unkahi,287751,True,True,False,False,android,US,endplay,2025-02-02 18:28:19+00:00,2025-02-02,18,Sunday,6,5,2,February,Sunday,4.79585,0,1
2025-02-02T18:32:33Z,Tere Pyar Main,Kaavish,Gunkali (Original Score),253953,True,True,False,False,android,US,endplay,2025-02-02 18:32:33+00:00,2025-02-02,18,Sunday,6,5,2,February,Sunday,4.23255,0,1
2025-02-02T18:36:26Z,Ranjheya Ve,Zain Zohaib,Ranjheya Ve,232715,True,True,False,False,android,US,endplay,2025-02-02 18:36:26+00:00,2025-02-02,18,Sunday,6,5,2,February,Sunday,3.8785833333333333,0,1
2025-02-02T18:38:39Z,Sweet Love - Acoustic,Myles Smith,You Promised A Lifetime,132860,True,True,False,False,android,US,endplay,2025-02-02 18:38:39+00:00,2025-02-02,18,Sunday,6,5,2,February,Sunday,2.2143333333333333,0,1
2025-02-02T18:42:55Z,O Yaara,Abdul Hannan,O Yaara,253920,True,True,False,False,android,US,endplay,2025-02-02 18:42:55+00:00,2025-02-02,18,Sunday,6,5,2,February,Sunday,4.232,0,1
2025-02-02T18:46:27Z,Do I Wanna Know? - Live At the BBC,Hozier,Hozier,209000,True,True,False,False,android,US,endplay,2025-02-02 18:46:27+00:00,2025-02-02,18,Sunday,6,5,2,February,Sunday,3.4833333333333334,0,1
2025-02-02T18:49:08Z,Phir Le Aya Dil - Reprise,Pritam,Barfi! (Original Motion Picture Soundtrack),158540,False,True,False,False,android,US,logout,2025-02-02 18:49:08+00:00,2025-02-02,18,Sunday,6,5,2,February,Sunday,2.642333333333333,1,0
2025-02-05T00:55:04Z,Dua Istikhara,Abdulah Haikal,Dua Istikhara,75580,True,True,False,False,android,PK,endplay,2025-02-05 00:55:04+00:00,2025-02-05,0,Wednesday,2,6,2,February,Wednesday,1.2596666666666667,0,1
2025-02-05T00:55:24Z,Istighfar 100x,Abdulah Haikal,Istighfar 100x,18944,True,True,False,False,android,PK,endplay,2025-02-05 00:55:24+00:00,2025-02-05,0,Wednesday,2,6,2,February,Wednesday,0.3157333333333333,0,1
2025-02-05T00:56:45Z,Ayah Al Kursi,Abdulah Haikal,Ayah Al Kursi,77360,False,True,False,False,android,PK,logout,2025-02-05 00:56:45+00:00,2025-02-05,0,Wednesday,2,6,2,February,Wednesday,1.2893333333333334,1,0
2025-02-05T18:35:58Z,Chup Chup,Jal,Boondh,204910,True,True,False,False,android,PK,endplay,2025-02-05 18:35:58+00:00,2025-02-05,18,Wednesday,2,6,2,February,Wednesday,3.4151666666666665,0,1
2025-02-05T18:40:04Z,Tere Pyar Main,Kaavish,Gunkali (Original Score),245322,True,True,False,False,android,PK,endplay,2025-02-05 18:40:04+00:00,2025-02-05,18,Wednesday,2,6,2,February,Wednesday,4.0887,0,1
2025-02-05T18:42:42Z,Tere Ishq Nachaya,Abdullah Qureshi,Tere Ishq Nachaya,158145,True,True,False,False,android,PK,endplay,2025-02-05 18:42:42+00:00,2025-02-05,18,Wednesday,2,6,2,February,Wednesday,2.63575,0,1
2025-02-05T18:47:49Z,Laal Ishq,Arijit Singh,Goliyon Ki Raasleela Ram-Leela (Original Motion Picture Soundtrack),305896,True,True,False,False,android,PK,endplay,2025-02-05 18:47:49+00:00,2025-02-05,18,Wednesday,2,6,2,February,Wednesday,5.0982666666666665,0,1
2025-02-05T18:50:54Z,Dibbiya,Safwan Azeem,Dibbiya,184530,False,True,False,False,android,PK,logout,2025-02-05 18:50:54+00:00,2025-02-05,18,Wednesday,2,6,2,February,Wednesday,3.0755,1,0
2025-02-07T17:27:12Z,Afsos,Anuv Jain,Afsos,181672,True,True,False,False,android,US,endplay,2025-02-07 17:27:12+00:00,2025-02-07,17,Friday,4,6,2,February,Friday,3.0278666666666667,0,1
2025-02-07T17:29:49Z,Baat Unkahi,Kaavish,Baat Unkahi,21852,True,False,False,False,android,US,endplay,2025-02-07 17:29:49+00:00,2025-02-07,17,Friday,4,6,2,February,Friday,0.3642,0,1
2025-02-07T17:30:05Z,Tere Liye,Abdullah Qureshi,Tere Liye,15824,True,False,False,False,android,US,endplay,2025-02-07 17:30:05+00:00,2025-02-07,17,Friday,4,6,2,February,Friday,0.2637333333333333,0,1
